:START_ID,score,associationType,:END_ID,:TYPE
DSC3,0.410283504570094,Biomarker; GeneticVariation,umls:C2751292,AFFECTS
EDARADD,0.410283504570094,Biomarker; GeneticVariation,umls:C0406702,AFFECTS
EIF2B5,0.410283504570094,Biomarker; GeneticVariation,umls:C1847967,AFFECTS
FAM58A,0.410283504570094,Biomarker; GeneticVariation,umls:C2678045,AFFECTS
FASTKD2,0.410283504570094,Biomarker; GeneticVariation,umls:C0268237,AFFECTS
FLNA,0.410283504570094,Biomarker; GeneticVariation,umls:C1846129,AFFECTS
HOXD13,0.410283504570094,Biomarker; GeneticVariation,umls:C1853137,AFFECTS
HSD17B10,0.410283504570094,Biomarker; GeneticVariation,umls:C1846168,AFFECTS
IL2RA,0.410283504570094,Biomarker; GeneticVariation,umls:C1853392,AFFECTS
INPP5E,0.410283504570094,Biomarker; GeneticVariation,umls:C1857802,AFFECTS
IRAK4,0.410283504570094,Biomarker; GeneticVariation,umls:C1843256,AFFECTS
IRF1,0.410283504570094,Biomarker; GeneticVariation,umls:C0038356,AFFECTS
LAMA3,0.410283504570094,Biomarker; GeneticVariation,umls:C1328355,AFFECTS
LMBR1,0.410283504570094,Biomarker; GeneticVariation,umls:C1868114,AFFECTS
LMBR1,0.410283504570094,Biomarker; GeneticVariation,umls:C1861355,AFFECTS
LMBRD1,0.410283504570094,Biomarker; GeneticVariation,umls:C1848578,AFFECTS
MSX1,0.410283504570094,Biomarker; GeneticVariation,umls:C0406735,AFFECTS
MSX2,0.410283504570094,Biomarker; GeneticVariation,umls:C1868597,AFFECTS
MVK,0.410283504570094,Biomarker; GeneticVariation,umls:C1867981,AFFECTS
NKX3-2,0.410283504570094,Biomarker; GeneticVariation,umls:C2750066,AFFECTS
NSDHL,0.410283504570094,Biomarker; GeneticVariation,umls:C3151781,AFFECTS
OFD1,0.410283504570094,Biomarker; GeneticVariation,umls:C2749019,AFFECTS
PAPSS2,0.410283504570094,Biomarker; GeneticVariation,umls:C2748515,AFFECTS
PAX6,0.410283504570094,Biomarker; GeneticVariation,umls:C0431401,AFFECTS
PDE8B,0.410283504570094,Biomarker; GeneticVariation,umls:C1836694,AFFECTS
POMP,0.410283504570094,Biomarker; GeneticVariation,umls:C1866029,AFFECTS
PSAP,0.410283504570094,Biomarker; GeneticVariation,umls:C2673266,AFFECTS
PTCH2,0.410283504570094,Biomarker; GeneticVariation,umls:C0025149,AFFECTS
PTF1A,0.410283504570094,Biomarker; GeneticVariation,umls:C1836780,AFFECTS
PYGL,0.410283504570094,Biomarker; GeneticVariation,umls:C0017925,AFFECTS
RD3,0.410283504570094,Biomarker; GeneticVariation,umls:C1857743,AFFECTS
RLBP1,0.410283504570094,Biomarker; GeneticVariation,umls:C0311338,AFFECTS
RMRP,0.410283504570094,Biomarker; GeneticVariation,umls:C1834821,AFFECTS
SALL4,0.410283504570094,Biomarker; GeneticVariation,umls:C1327918,AFFECTS
SLC6A19,0.410283504570094,Biomarker; GeneticVariation,umls:C0543541,AFFECTS
SOBP,0.410283504570094,Biomarker; GeneticVariation,umls:C3150924,AFFECTS
SP110,0.410283504570094,Biomarker; GeneticVariation,umls:C1856128,AFFECTS
TAP2,0.410283504570094,Biomarker; GeneticVariation,umls:C1858266,AFFECTS
TAPBP,0.410283504570094,Biomarker; GeneticVariation,umls:C1858266,AFFECTS
TIMM8A,0.410283504570094,Biomarker; GeneticVariation,umls:C1839564,AFFECTS
TINF2,0.410283504570094,Biomarker; GeneticVariation,umls:C1851970,AFFECTS
TNXB,0.410283504570094,Biomarker; GeneticVariation,umls:C0268337,AFFECTS
TRPV4,0.410283504570094,Biomarker; GeneticVariation,umls:C3159322,AFFECTS
TUBA8,0.410283504570094,Biomarker; GeneticVariation,umls:C2750798,AFFECTS
TYK2,0.410283504570094,Biomarker; GeneticVariation,umls:C1969086,AFFECTS
ADD1,0.410280476928371,Biomarker; GeneticVariation,umls:C0020538,AFFECTS
HFM1,0.41,GeneticVariation,umls:C3810376,AFFECTS
NBAS,0.41,GeneticVariation,umls:C3541319,AFFECTS
ISPD,0.41,GeneticVariation,umls:C3553330,AFFECTS
KIF2A,0.41,GeneticVariation,umls:C3809414,AFFECTS
SLC33A1,0.41,GeneticVariation,umls:C3280965,AFFECTS
AGRN,0.41,GeneticVariation,umls:C3808739,AFFECTS
PEX12,0.41,GeneticVariation,umls:C3553929,AFFECTS
PEX7,0.41,GeneticVariation,umls:C2749346,AFFECTS
CHD2,0.41,GeneticVariation,umls:C3809278,AFFECTS
KCNK3,0.41,GeneticVariation,umls:C3809198,AFFECTS
GOSR2,0.41,GeneticVariation,umls:C3279627,AFFECTS
ADAM10,0.41,GeneticVariation,umls:C3810041,AFFECTS
ABCD4,0.41,GeneticVariation,umls:C3553915,AFFECTS
TERT,0.41,GeneticVariation,umls:C3553617,AFFECTS
GABRD,0.41,GeneticVariation,umls:C2751603,AFFECTS
TPP1,0.41,GeneticVariation,umls:C1836474,AFFECTS
TNFRSF13B,0.41,GeneticVariation,umls:C3150354,AFFECTS
BCKDK,0.41,GeneticVariation,umls:C3554078,AFFECTS
CASK,0.41,GeneticVariation,umls:C1845546,AFFECTS
UQCRQ,0.41,GeneticVariation,umls:C3554607,AFFECTS
T,0.41,GeneticVariation,umls:C3810343,AFFECTS
SMAD9,0.41,GeneticVariation,umls:C1423690,AFFECTS
CLIC2,0.41,GeneticVariation,umls:C3550913,AFFECTS
FANCG,0.41,GeneticVariation,umls:C1333532,AFFECTS
TLR3,0.41,GeneticVariation,umls:C2751803,AFFECTS
CAPN5,0.41,GeneticVariation,umls:C1860404,AFFECTS
ZBTB24,0.41,GeneticVariation,umls:C3279748,AFFECTS
FGF16,0.41,GeneticVariation,umls:C1839728,AFFECTS
WDR62,0.41,GeneticVariation,umls:C1858535,AFFECTS
SYNJ1,0.41,GeneticVariation,umls:C3809824,AFFECTS
MBTPS2,0.41,GeneticVariation,umls:C3806745,AFFECTS
B4GAT1,0.41,GeneticVariation,umls:C3809042,AFFECTS
SMAD6,0.41,GeneticVariation,umls:C3542024,AFFECTS
LIAS,0.41,GeneticVariation,umls:C3280887,AFFECTS
IDH3B,0.41,GeneticVariation,umls:C2675496,AFFECTS
KIF1C,0.41,GeneticVariation,umls:C1969796,AFFECTS
ORC4,0.41,GeneticVariation,umls:C3151097,AFFECTS
RAD21,0.41,GeneticVariation,umls:C3553517,AFFECTS
FGF17,0.41,GeneticVariation,umls:C3808983,AFFECTS
KIF5C,0.41,GeneticVariation,umls:C3809013,AFFECTS
PEX10,0.41,GeneticVariation,umls:C3553948,AFFECTS
ABCC9,0.41,GeneticVariation,umls:C3279695,AFFECTS
SCN2B,0.41,GeneticVariation,umls:C3809312,AFFECTS
DNAJB6,0.41,GeneticVariation,umls:C3148763,AFFECTS
RTN2,0.41,GeneticVariation,umls:C1858106,AFFECTS
PRKRA,0.41,GeneticVariation,umls:C2677567,AFFECTS
ZMYND10,0.41,GeneticVariation,umls:C3809543,AFFECTS
CIB2,0.41,GeneticVariation,umls:C1836199,AFFECTS
CYP7B1,0.41,GeneticVariation,umls:C1849115,AFFECTS
SRP72,0.41,GeneticVariation,umls:C3808553,AFFECTS
DPM2,0.41,GeneticVariation,umls:C3554385,AFFECTS
PLEKHG5,0.41,GeneticVariation,umls:C3809309,AFFECTS
DDHD2,0.41,GeneticVariation,umls:C3539495,AFFECTS
PRPF6,0.41,GeneticVariation,umls:C3151434,AFFECTS
CEP152,0.41,GeneticVariation,umls:C3151187,AFFECTS
CEP152,0.41,GeneticVariation,umls:C3553886,AFFECTS
CACNA1H,0.41,GeneticVariation,umls:C2749872,AFFECTS
ABCC6,0.41,GeneticVariation,umls:C3276161,AFFECTS
PDE8B,0.41,GeneticVariation,umls:C3280094,AFFECTS
FARS2,0.41,GeneticVariation,umls:C3554168,AFFECTS
PIGN,0.41,GeneticVariation,umls:C3279775,AFFECTS
ADCY5,0.41,GeneticVariation,umls:C1847627,AFFECTS
ECEL1,0.41,GeneticVariation,umls:C3554415,AFFECTS
HERC2,0.41,GeneticVariation,umls:C3809753,AFFECTS
BAG3,0.41,GeneticVariation,umls:C3151293,AFFECTS
AIFM1,0.41,GeneticVariation,umls:C0795910,AFFECTS
TGM6,0.41,GeneticVariation,umls:C1539956,AFFECTS
EFEMP2,0.41,GeneticVariation,umls:C3280798,AFFECTS
MOCS2,0.41,GeneticVariation,umls:C1854989,AFFECTS
COX3,0.41,GeneticVariation,umls:C0917796,AFFECTS
CFB,0.41,GeneticVariation,umls:C2752038,AFFECTS
C3,0.41,GeneticVariation,umls:C2752037,AFFECTS
KRAS,0.41,GeneticVariation,umls:C3809005,AFFECTS
PDGFB,0.41,GeneticVariation,umls:C3809645,AFFECTS
IGKC,0.41,GeneticVariation,umls:C3279824,AFFECTS
CRYAA,0.41,GeneticVariation,umls:C1858679,AFFECTS
CRYAB,0.41,GeneticVariation,umls:C3554649,AFFECTS
KRT14,0.41,GeneticVariation,umls:C0080333,AFFECTS
KRT6A,0.41,GeneticVariation,umls:C3714948,AFFECTS
APOC3,0.41,GeneticVariation,umls:C3151467,AFFECTS
CHRNA1,0.41,GeneticVariation,umls:C0751885,AFFECTS
C1QB,0.41,GeneticVariation,umls:C3150902,AFFECTS
C1QC,0.41,GeneticVariation,umls:C3150902,AFFECTS
C9,0.41,GeneticVariation,umls:C3810042,AFFECTS
RBP4,0.41,GeneticVariation,umls:C3554593,AFFECTS
ND2,0.41,GeneticVariation,umls:C0917796,AFFECTS
ND4,0.41,GeneticVariation,umls:C0162671,AFFECTS
PROC,0.41,GeneticVariation,umls:C2674321,AFFECTS
HRG,0.41,GeneticVariation,umls:C2751090,AFFECTS
KRT6B,0.41,GeneticVariation,umls:C3714949,AFFECTS
TUBB4A,0.41,GeneticVariation,umls:C1851943,AFFECTS
TUBB4A,0.41,GeneticVariation,umls:C2676244,AFFECTS
WNT1,0.41,GeneticVariation,umls:C3808844,AFFECTS
CYBB,0.41,GeneticVariation,umls:C1970859,AFFECTS
CFI,0.41,GeneticVariation,umls:C2752039,AFFECTS
EDN1,0.41,GeneticVariation,umls:C3810332,AFFECTS
THBD,0.41,GeneticVariation,umls:C2752036,AFFECTS
PROS1,0.41,GeneticVariation,umls:C3281092,AFFECTS
CSF1R,0.41,GeneticVariation,umls:C1857300,AFFECTS
PFN1,0.41,GeneticVariation,umls:C3553719,AFFECTS
ASNS,0.41,GeneticVariation,umls:C3809971,AFFECTS
COL4A2,0.41,GeneticVariation,umls:C3280970,AFFECTS
CYC1,0.41,GeneticVariation,umls:C3809553,AFFECTS
FCGR3A,0.41,GeneticVariation,umls:C3810342,AFFECTS
MRPL3,0.41,GeneticVariation,umls:C3281234,AFFECTS
GNAO1,0.41,GeneticVariation,umls:C3809606,AFFECTS
PDGFRB,0.41,GeneticVariation,umls:C3554321,AFFECTS
HNRNPA1,0.41,GeneticVariation,umls:C3809469,AFFECTS
HNRNPA1,0.41,GeneticVariation,umls:C3715156,AFFECTS
UCHL1,0.41,GeneticVariation,umls:C3809665,AFFECTS
NR2F1,0.41,GeneticVariation,umls:C3810363,AFFECTS
TGFB3,0.41,GeneticVariation,umls:C3810012,AFFECTS
RBP3,0.41,GeneticVariation,umls:C3715216,AFFECTS
RARB,0.41,GeneticVariation,umls:C3809803,AFFECTS
SLC2A1,0.41,GeneticVariation,umls:C1832855,AFFECTS
SLC2A1,0.41,GeneticVariation,umls:C3553859,AFFECTS
CHRNB1,0.41,GeneticVariation,umls:C0751885,AFFECTS
G6PD,0.41,GeneticVariation,umls:C2720289,AFFECTS
HARS,0.41,GeneticVariation,umls:C3281066,AFFECTS
ACTN1,0.41,GeneticVariation,umls:C3554663,AFFECTS
UNG,0.41,GeneticVariation,umls:C1720958,AFFECTS
BMP1,0.41,GeneticVariation,umls:C3553887,AFFECTS
MYH6,0.41,GeneticVariation,umls:C3279791,AFFECTS
ATP1A3,0.41,GeneticVariation,umls:C3553788,AFFECTS
EEF2,0.41,GeneticVariation,umls:C1836395,AFFECTS
ACP5,0.41,GeneticVariation,umls:C1842763,AFFECTS
HOXB1,0.41,GeneticVariation,umls:C3553625,AFFECTS
GABRA1,0.41,GeneticVariation,umls:C3810400,AFFECTS
DARS,0.41,GeneticVariation,umls:C3809008,AFFECTS
HPGD,0.41,GeneticVariation,umls:C1861514,AFFECTS
CD46,0.41,GeneticVariation,umls:C2752040,AFFECTS
IGLL1,0.41,GeneticVariation,umls:C3150750,AFFECTS
PAX1,0.41,GeneticVariation,umls:C3714942,AFFECTS
CHN1,0.41,GeneticVariation,umls:C0751083,AFFECTS
PRLR,0.41,GeneticVariation,umls:C3809918,AFFECTS
PDE6A,0.41,GeneticVariation,umls:C3151139,AFFECTS
PLCG2,0.41,GeneticVariation,umls:C3553961,AFFECTS
GABRG2,0.41,GeneticVariation,umls:C1843244,AFFECTS
WT1,0.41,GeneticVariation,umls:C1837026,AFFECTS
MAK,0.41,GeneticVariation,umls:C3280042,AFFECTS
IMPDH1,0.41,GeneticVariation,umls:C1840284,AFFECTS
FLNA,0.41,GeneticVariation,umls:C1845902,AFFECTS
ABCB4,0.41,GeneticVariation,umls:C3554241,AFFECTS
GPD1,0.41,GeneticVariation,umls:C3280953,AFFECTS
TBXA2R,0.41,GeneticVariation,umls:C3279614,AFFECTS
FGFR2,0.41,GeneticVariation,umls:C3281247,AFFECTS
ENPP1,0.41,GeneticVariation,umls:C3809781,AFFECTS
HNRNPA2B1,0.41,GeneticVariation,umls:C3809468,AFFECTS
UQCRC2,0.41,GeneticVariation,umls:C3554608,AFFECTS
XPA,0.41,GeneticVariation,umls:C1337030,AFFECTS
TUBG1,0.41,GeneticVariation,umls:C3809420,AFFECTS
MYF6,0.41,GeneticVariation,umls:C3280703,AFFECTS
AHCY,0.41,GeneticVariation,umls:C3151058,AFFECTS
GATA2,0.41,GeneticVariation,umls:C3280030,AFFECTS
TNC,0.41,GeneticVariation,umls:C3810170,AFFECTS
MPZ,0.41,GeneticVariation,umls:C0205713,AFFECTS
ATP5A1,0.41,GeneticVariation,umls:C3808899,AFFECTS
CD40,0.41,GeneticVariation,umls:C1720957,AFFECTS
ITGA3,0.41,GeneticVariation,umls:C3553636,AFFECTS
DNMT1,0.41,GeneticVariation,umls:C3279885,AFFECTS
RPL10,0.41,GeneticVariation,umls:C3275438,AFFECTS
PEX2,0.41,GeneticVariation,umls:C3542026,AFFECTS
POLD1,0.41,GeneticVariation,umls:C2675481,AFFECTS
GABRB3,0.41,GeneticVariation,umls:C2677087,AFFECTS
TACR3,0.41,GeneticVariation,umls:C3553844,AFFECTS
CNGA1,0.41,GeneticVariation,umls:C3151059,AFFECTS
GNA11,0.41,GeneticVariation,umls:C1840347,AFFECTS
GNA11,0.41,GeneticVariation,umls:C3809243,AFFECTS
SDHA,0.41,GeneticVariation,umls:C3279992,AFFECTS
CORO1A,0.41,GeneticVariation,umls:C3809383,AFFECTS
OTX2,0.41,GeneticVariation,umls:C3151440,AFFECTS
PYCR1,0.41,GeneticVariation,umls:C3280799,AFFECTS
CA5A,0.41,GeneticVariation,umls:C3810404,AFFECTS
CTNNB1,0.41,GeneticVariation,umls:C3554449,AFFECTS
FBN1,0.41,GeneticVariation,umls:C3280054,AFFECTS
MYH9,0.41,GeneticVariation,umls:C1863659,AFFECTS
FUS,0.41,GeneticVariation,umls:C1842675,AFFECTS
FUS,0.41,GeneticVariation,umls:C3539195,AFFECTS
GJA5,0.41,GeneticVariation,umls:C3279693,AFFECTS
MAP2K2,0.41,GeneticVariation,umls:C3809007,AFFECTS
PGM1,0.41,GeneticVariation,umls:C3554056,AFFECTS
TGFBR2,0.41,GeneticVariation,umls:C1860896,AFFECTS
PIGA,0.41,GeneticVariation,umls:C3275508,AFFECTS
GNAL,0.41,GeneticVariation,umls:C3554447,AFFECTS
DDOST,0.41,GeneticVariation,umls:C3281084,AFFECTS
PLA2G5,0.41,GeneticVariation,umls:C1856718,AFFECTS
CASR,0.41,GeneticVariation,umls:C2752062,AFFECTS
STAT1,0.41,GeneticVariation,umls:C3151088,AFFECTS
STAT1,0.41,GeneticVariation,umls:C3279990,AFFECTS
PIK3CA,0.41,GeneticVariation,umls:C1865285,AFFECTS
ECE1,0.41,GeneticVariation,umls:C3151237,AFFECTS
GDF5,0.41,GeneticVariation,umls:C3809104,AFFECTS
GATA4,0.41,GeneticVariation,umls:C3280777,AFFECTS
GATA4,0.41,GeneticVariation,umls:C3280781,AFFECTS
GATA4,0.41,GeneticVariation,umls:C3809858,AFFECTS
STT3A,0.41,GeneticVariation,umls:C3810062,AFFECTS
RGR,0.41,GeneticVariation,umls:C3151068,AFFECTS
ALDH1A3,0.41,GeneticVariation,umls:C3554524,AFFECTS
KCNJ5,0.41,GeneticVariation,umls:C3150933,AFFECTS
KRT6C,0.41,GeneticVariation,umls:C3810394,AFFECTS
IDH2,0.41,GeneticVariation,umls:C3150909,AFFECTS
UBE2A,0.41,GeneticVariation,umls:C3275464,AFFECTS
HARS2,0.41,GeneticVariation,umls:C3554105,AFFECTS
CTCF,0.41,GeneticVariation,umls:C3809686,AFFECTS
ENTPD1,0.41,GeneticVariation,umls:C3810289,AFFECTS
MMP14,0.41,GeneticVariation,umls:C0432289,AFFECTS
SERPINH1,0.41,GeneticVariation,umls:C3151211,AFFECTS
DNM2,0.41,GeneticVariation,umls:C3809272,AFFECTS
LRBA,0.41,GeneticVariation,umls:C3553512,AFFECTS
PLCD1,0.41,GeneticVariation,umls:C0544855,AFFECTS
DNA2,0.41,GeneticVariation,umls:C3554599,AFFECTS
SMARCA4,0.41,GeneticVariation,umls:C3553249,AFFECTS
HCFC1,0.41,GeneticVariation,umls:C0796208,AFFECTS
CLCN2,0.41,GeneticVariation,umls:C3810242,AFFECTS
RPS6KA3,0.41,GeneticVariation,umls:C0796225,AFFECTS
DGKE,0.41,GeneticVariation,umls:C3554330,AFFECTS
MSH6,0.41,GeneticVariation,umls:C1833477,AFFECTS
AKR1C2,0.41,GeneticVariation,umls:C1839840,AFFECTS
NKX2-5,0.41,GeneticVariation,umls:C3280785,AFFECTS
ITGA8,0.41,GeneticVariation,umls:C1619700,AFFECTS
NRL,0.41,GeneticVariation,umls:C1834329,AFFECTS
ALDH18A1,0.41,GeneticVariation,umls:C0268354,AFFECTS
AQP5,0.41,GeneticVariation,umls:C1838359,AFFECTS
VCP,0.41,GeneticVariation,umls:C3151403,AFFECTS
ADK,0.41,GeneticVariation,umls:C3280381,AFFECTS
ADAR,0.41,GeneticVariation,umls:C3539013,AFFECTS
LAMB2,0.41,GeneticVariation,umls:C3280113,AFFECTS
DLX5,0.41,GeneticVariation,umls:C1857344,AFFECTS
MARS,0.41,GeneticVariation,umls:C3809651,AFFECTS
PEX3,0.41,GeneticVariation,umls:C3553999,AFFECTS
CLRN1,0.41,GeneticVariation,umls:C3280041,AFFECTS
TPI1,0.41,GeneticVariation,umls:C1860808,AFFECTS
ACTB,0.41,GeneticVariation,umls:C1855722,AFFECTS
TGFB2,0.41,GeneticVariation,umls:C3553762,AFFECTS
CALM1,0.41,GeneticVariation,umls:C3554047,AFFECTS
SNRPE,0.41,GeneticVariation,umls:C3554409,AFFECTS
ACTG1,0.41,GeneticVariation,umls:C3281235,AFFECTS
PSPH,0.41,GeneticVariation,umls:C1291463,AFFECTS
PHC1,0.41,GeneticVariation,umls:C3809431,AFFECTS
SLC35A2,0.41,GeneticVariation,umls:C3806688,AFFECTS
IRX5,0.41,GeneticVariation,umls:C1970027,AFFECTS
CRADD,0.41,GeneticVariation,umls:C3281044,AFFECTS
MYBPC1,0.41,GeneticVariation,umls:C3280526,AFFECTS
B4GALNT1,0.41,GeneticVariation,umls:C1836632,AFFECTS
AMPD3,0.41,GeneticVariation,umls:C2752073,AFFECTS
CACNA1D,0.41,GeneticVariation,umls:C3809609,AFFECTS
IRF8,0.41,GeneticVariation,umls:C3808589,AFFECTS
IRF8,0.41,GeneticVariation,umls:C3808590,AFFECTS
MAP2K1,0.41,GeneticVariation,umls:C3809006,AFFECTS
EIF4G1,0.41,GeneticVariation,umls:C3280271,AFFECTS
NOTCH2,0.41,GeneticVariation,umls:C1857761,AFFECTS
GRIN1,0.41,GeneticVariation,umls:C3280282,AFFECTS
RBPJ,0.41,GeneticVariation,umls:C3553748,AFFECTS
CHRND,0.41,GeneticVariation,umls:C0751885,AFFECTS
SCN1B,0.41,GeneticVariation,umls:C3809311,AFFECTS
POLE,0.41,GeneticVariation,umls:C3554460,AFFECTS
EHHADH,0.41,GeneticVariation,umls:C3810100,AFFECTS
PDE4D,0.41,GeneticVariation,umls:C3553250,AFFECTS
NSUN2,0.41,GeneticVariation,umls:C1970199,AFFECTS
NEXN,0.41,GeneticVariation,umls:C3151267,AFFECTS
ST3GAL3,0.41,GeneticVariation,umls:C1970200,AFFECTS
ST3GAL3,0.41,GeneticVariation,umls:C3554316,AFFECTS
KIF1A,0.41,GeneticVariation,umls:C1835896,AFFECTS
KIF1A,0.41,GeneticVariation,umls:C3280283,AFFECTS
SMARCB1,0.41,GeneticVariation,umls:C3553248,AFFECTS
MERTK,0.41,GeneticVariation,umls:C3151228,AFFECTS
MYO1E,0.41,GeneticVariation,umls:C3279905,AFFECTS
COASY,0.41,GeneticVariation,umls:C3810230,AFFECTS
TRDN,0.41,GeneticVariation,umls:C3809536,AFFECTS
MKRN3,0.41,GeneticVariation,umls:C3809199,AFFECTS
TRAF3,0.41,GeneticVariation,umls:C3553868,AFFECTS
ERCC8,0.41,GeneticVariation,umls:C3553298,AFFECTS
GRIN2B,0.41,GeneticVariation,umls:C3151411,AFFECTS
MAP3K1,0.41,GeneticVariation,umls:C3151064,AFFECTS
NR5A1,0.41,GeneticVariation,umls:C3151406,AFFECTS
NNT,0.41,GeneticVariation,umls:C3553587,AFFECTS
ASAH1,0.41,GeneticVariation,umls:C1834569,AFFECTS
ATR,0.41,GeneticVariation,umls:C3281203,AFFECTS
PEX6,0.41,GeneticVariation,umls:C3553936,AFFECTS
CUL3,0.41,GeneticVariation,umls:C3469606,AFFECTS
TUBB2A,0.41,GeneticVariation,umls:C3810407,AFFECTS
PRKG1,0.41,GeneticVariation,umls:C3809513,AFFECTS
CNGB1,0.41,GeneticVariation,umls:C3151066,AFFECTS
COL4A6,0.41,GeneticVariation,umls:C3806737,AFFECTS
DYNC1H1,0.41,GeneticVariation,umls:C3280220,AFFECTS
DYNC1H1,0.41,GeneticVariation,umls:C3281202,AFFECTS
FLNC,0.41,GeneticVariation,umls:C3279722,AFFECTS
SEMA3A,0.41,GeneticVariation,umls:C3554021,AFFECTS
IL11RA,0.41,GeneticVariation,umls:C3280073,AFFECTS
MYBPC3,0.41,GeneticVariation,umls:C3715165,AFFECTS
HEPACAM,0.41,GeneticVariation,umls:C3151355,AFFECTS
LARS2,0.41,GeneticVariation,umls:C3809105,AFFECTS
KARS,0.41,GeneticVariation,umls:C3151351,AFFECTS
NCF4,0.41,GeneticVariation,umls:C3151409,AFFECTS
PDK3,0.41,GeneticVariation,umls:C3806702,AFFECTS
PLCB4,0.41,GeneticVariation,umls:C3553404,AFFECTS
ERBB4,0.41,GeneticVariation,umls:C3715155,AFFECTS
SKIV2L,0.41,GeneticVariation,umls:C3281289,AFFECTS
MYLK,0.41,GeneticVariation,umls:C3151077,AFFECTS
ZNF141,0.41,GeneticVariation,umls:C3808889,AFFECTS
LAMA4,0.41,GeneticVariation,umls:C3808935,AFFECTS
NTRK2,0.41,GeneticVariation,umls:C3151303,AFFECTS
MOG,0.41,GeneticVariation,umls:C3280266,AFFECTS
ATP2B3,0.41,GeneticVariation,umls:C0796205,AFFECTS
DUSP6,0.41,GeneticVariation,umls:C3808981,AFFECTS
INF2,0.41,GeneticVariation,umls:C3280845,AFFECTS
ZNF423,0.41,GeneticVariation,umls:C3539071,AFFECTS
KLHL40,0.41,GeneticVariation,umls:C3809209,AFFECTS
CEACAM16,0.41,GeneticVariation,umls:C3281297,AFFECTS
UVSSA,0.41,GeneticVariation,umls:C3553328,AFFECTS
LRIT3,0.41,GeneticVariation,umls:C3554399,AFFECTS
DNAL1,0.41,GeneticVariation,umls:C3151460,AFFECTS
WDR81,0.41,GeneticVariation,umls:C2750234,AFFECTS
FREM1,0.41,GeneticVariation,umls:C3280974,AFFECTS
EARS2,0.41,GeneticVariation,umls:C3554079,AFFECTS
AARS2,0.41,GeneticVariation,umls:C3279793,AFFECTS
KCNT1,0.41,GeneticVariation,umls:C3554195,AFFECTS
KCNT1,0.41,GeneticVariation,umls:C3554306,AFFECTS
EOGT,0.41,GeneticVariation,umls:C3809092,AFFECTS
VAX1,0.41,GeneticVariation,umls:C3553077,AFFECTS
DDX59,0.41,GeneticVariation,umls:C1868118,AFFECTS
PDSS1,0.41,GeneticVariation,umls:C3553354,AFFECTS
IBA57,0.41,GeneticVariation,umls:C3809165,AFFECTS
ERMARD,0.41,GeneticVariation,umls:C3809872,AFFECTS
RNASEH2B,0.41,GeneticVariation,umls:C3489724,AFFECTS
RNF213,0.41,GeneticVariation,umls:C1846689,AFFECTS
ANKS6,0.41,GeneticVariation,umls:C3809320,AFFECTS
ATL3,0.41,GeneticVariation,umls:C3810194,AFFECTS
KLHL10,0.41,GeneticVariation,umls:C3554453,AFFECTS
GDF6,0.41,GeneticVariation,umls:C3715164,AFFECTS
TCTN3,0.41,GeneticVariation,umls:C3553758,AFFECTS
TTI2,0.41,GeneticVariation,umls:C3809853,AFFECTS
TAF2,0.41,GeneticVariation,umls:C3810080,AFFECTS
FBXO38,0.41,GeneticVariation,umls:C3711384,AFFECTS
GPR179,0.41,GeneticVariation,umls:C3281215,AFFECTS
FAM111B,0.41,GeneticVariation,umls:C3810325,AFFECTS
FAT4,0.41,GeneticVariation,umls:C3809875,AFFECTS
PACS1,0.41,GeneticVariation,umls:C3554343,AFFECTS
NSMF,0.41,GeneticVariation,umls:C3553842,AFFECTS
DSTYK,0.41,GeneticVariation,umls:C1835826,AFFECTS
OTOG,0.41,GeneticVariation,umls:C3554163,AFFECTS
STOX1,0.41,GeneticVariation,umls:C1836255,AFFECTS
COX15,0.41,GeneticVariation,umls:C3554534,AFFECTS
KRT74,0.41,GeneticVariation,umls:C3151432,AFFECTS
TRAPPC11,0.41,GeneticVariation,umls:C3809236,AFFECTS
PRICKLE2,0.41,GeneticVariation,umls:C3151194,AFFECTS
PEX26,0.41,GeneticVariation,umls:C3539168,AFFECTS
